"","WORD","LEMMA","XPOS"
"1790","presented","present","VBD"
"1791","presented","present","VBN"
"1792","preserved","preserve","VBD"
"1793","preserved","preserve","VBN"
"1794","pressed","press","VBD"
"1795","pressed","press","VBN"
"1796","pressured","pressure","VBD"
"1797","pressured","pressure","VBN"
"1798","presumed","presume","VBN"
"1799","prevailed","prevail","VBD"
"1800","prevailed","prevail","VBN"
"1801","prevented","prevent","VBD"
"1802","prevented","prevent","VBN"
"1803","priced","price","VBD"
"1804","priced","price","VBN"
"1805","primed","prime","VBN"
"1806","printed","print","VBD"
"1807","printed","print","VBN"
"1808","privatized","privatize","VBN"
"1809","prized","prize","VBN"
"1810","proceeded","proceed","VBD"
"1811","processed","process","VBD"
"1812","processed","process","VBN"
"1813","proclaimed","proclaim","VBD"
"1814","produced","produce","VBD"
"1815","produced","produce","VBN"
"1816","professed","profess","VBD"
"1817","professed","profess","VBN"
"1818","proffered","proffer","VBD"
"1819","proffered","proffer","VBN"
"1820","profited","profit","VBD"
"1821","profited","profit","VBN"
"1822","programmed","program","VBN"
"1823","progressed","progress","VBD"
"1824","progressed","progress","VBN"
"1825","prohibited","prohibit","VBD"
"1826","prohibited","prohibit","VBN"
"1827","projected","project","VBD"
"1828","projected","project","VBN"
"1829","prolonged","prolong","VBN"
"1830","promised","promise","VBD"
"1831","promised","promise","VBN"
"1832","promoted","promote","VBD"
"1833","promoted","promote","VBN"
"1834","prompted","prompt","VBD"
"1835","prompted","prompt","VBN"
"1836","pronounced","pronounce","VBD"
"1837","pronounced","pronounce","VBN"
"1838","propelled","propel","VBD"
"1839","propelled","propel","VBN"
"1840","proposed","propose","VBD"
"1841","proposed","propose","VBN"
"1842","propped","prop","VBD"
"1843","propped","prop","VBN"
"1844","prosecuted","prosecute","VBD"
"1845","prosecuted","prosecute","VBN"
"1846","protected","protect","VBD"
"1847","protected","protect","VBN"
"1848","protested","protest","VBD"
"1849","protested","protest","VBN"
"1850","proved","prove","VBD"
"1851","proved","prove","VBN"
"1852","proven","prove","VBN"
"1853","provided","provide","VBD"
"1854","provided","provide","VBN"
"1855","provoked","provoke","VBD"
"1856","provoked","provoke","VBN"
"1857","publicized","publicize","VBN"
"1858","published","publish","VBD"
"1859","published","publish","VBN"
"1860","pulled","pull","VBD"
"1861","pulled","pull","VBN"
"1862","pummeled","pummel","VBD"
"1863","pummeled","pummel","VBN"
"1864","pumped","pump","VBD"
"1865","pumped","pump","VBN"
"1866","punished","punish","VBN"
"1867","purchased","purchase","VBD"
"1868","purchased","purchase","VBN"
"1869","purged","purge","VBD"
"1870","purged","purge","VBN"
"1871","pursued","pursue","VBD"
"1872","pursued","pursue","VBN"
"1873","pushed","push","VBD"
"1874","pushed","push","VBN"
"1875","put","put","VBD"
"1876","put","put","VBN"
"1877","puzzled","puzzle","VBD"
"1878","puzzled","puzzle","VBN"
"1879","quadrupled","quadruple","VBD"
"1880","quadrupled","quadruple","VBN"
"1881","qualified","qualify","VBD"
"1882","qualified","qualify","VBN"
"1883","quashed","quash","VBD"
"1884","quashed","quash","VBN"
"1885","questioned","question","VBD"
"1886","questioned","question","VBN"
"1887","quieted","quiet","VBD"
"1888","quieted","quiet","VBN"
"1889","quipped","quip","VBD"
"1890","quit","quit","VBD"
"1891","quit","quit","VBN"
"1892","quoted","quote","VBD"
"1893","quoted","quote","VBN"
"1894","racked","rack","VBD"
"1895","racked","rack","VBN"
"1896","raged","rage","VBD"
"1897","raged","rage","VBN"
"1898","raided","raid","VBD"
"1899","raided","raid","VBN"
"1900","rained","rain","VBD"
"1901","raised","raise","VBD"
"1902","raised","raise","VBN"
"1903","rallied","rally","VBD"
"1904","rallied","rally","VBN"
"1905","ran","run","VBD"
"1906","ranged","range","VBD"
"1907","ranged","range","VBN"
"1908","ranked","rank","VBD"
"1909","ranked","rank","VBN"
"1910","raped","rape","VBD"
"1911","raped","rape","VBN"
"1912","rated","rate","VBD"
"1913","rated","rate","VBN"
"1914","ratified","ratify","VBD"
"1915","ratified","ratify","VBN"
"1916","rattled","rattle","VBD"
"1917","rattled","rattle","VBN"
"1918","ravaged","ravage","VBN"
"1919","re-elected","re-elect","VBD"
"1920","re-elected","re-elect","VBN"
"1921","reached","reach","VBD"
"1922","reached","reach","VBN"
"1923","reacted","react","VBD"
"1924","reacted","react","VBN"
"1925","read","read","VBD"
"1926","read","read","VBN"
"1927","realized","realize","VBD"
"1928","realized","realize","VBN"
"1929","reaped","reap","VBD"
"1930","reaped","reap","VBN"
"1931","reappointed","reappoint","VBN"
"1932","reappraised","reappraise","VBD"
"1933","reappraised","reappraise","VBN"
"1934","reasoned","reason","VBD"
"1935","reasoned","reason","VBN"
"1936","reassigned","reassign","VBD"
"1937","reassigned","reassign","VBN"
"1938","reassured","reassure","VBD"
"1939","reassured","reassure","VBN"
"1940","rebounded","rebound","VBD"
"1941","rebounded","rebound","VBN"
"1942","rebuffed","rebuff","VBD"
"1943","rebuffed","rebuff","VBN"
"1944","recalled","recall","VBD"
"1945","recalled","recall","VBN"
"1946","recanted","recant","VBD"
"1947","recanted","recant","VBN"
"1948","received","receive","VBD"
"1949","received","receive","VBN"
"1950","reclassified","reclassify","VBD"
"1951","recognized","recognize","VBD"
"1952","recognized","recognize","VBN"
"1953","recommended","recommend","VBD"
"1954","recommended","recommend","VBN"
"1955","reconsidered","reconsider","VBN"
"1956","reconstructed","reconstruct","VBD"
"1957","reconstructed","reconstruct","VBN"
"1958","recorded","record","VBD"
"1959","recorded","record","VBN"
"1960","recounted","recount","VBD"
"1961","recounted","recount","VBN"
"1962","recovered","recover","VBD"
"1963","recovered","recover","VBN"
"1964","recruited","recruit","VBD"
"1965","recruited","recruit","VBN"
"1966","recycled","recycle","VBN"
"1967","redeemed","redeem","VBN"
"1968","redesigned","redesign","VBD"
"1969","redesigned","redesign","VBN"
"1970","reduced","reduce","VBD"
"1971","reduced","reduce","VBN"
"1972","reeled","reel","VBD"
"1973","reeled","reel","VBN"
"1974","referred","refer","VBD"
"1975","referred","refer","VBN"
"1976","refinanced","refinance","VBD"
"1977","refinanced","refinance","VBN"
"1978","refined","refine","VBN"
"1979","reflected","reflect","VBD"
"1980","reflected","reflect","VBN"
"1981","refocused","refocus","VBD"
"1982","refocused","refocus","VBN"
"1983","reformulated","reformulate","VBN"
"1984","refurbished","refurbish","VBN"
"1985","refused","refuse","VBD"
"1986","refused","refuse","VBN"
"1987","refuted","refute","VBD"
"1988","regained","regain","VBD"
"1989","regained","regain","VBN"
"1990","regarded","regard","VBD"
"1991","regarded","regard","VBN"
"1992","registered","register","VBD"
"1993","registered","register","VBN"
"1994","regulated","regulate","VBN"
"1995","reigned","reign","VBD"
"1996","reignited","reignite","VBD"
"1997","reignited","reignite","VBN"
"1998","reinforced","reinforce","VBD"
"1999","reinforced","reinforce","VBN"
"2000","reinstated","reinstate","VBD"
"2001","reinstated","reinstate","VBN"
"2002","reinvested","reinvest","VBD"
"2003","reinvested","reinvest","VBN"
"2004","reiterated","reiterate","VBD"
"2005","rejected","reject","VBD"
"2006","rejected","reject","VBN"
"2007","related","relate","VBD"
"2008","related","relate","VBN"
"2009","relaxed","relax","VBD"
"2010","relaxed","relax","VBN"
"2011","relayed","relay","VBD"
"2012","released","release","VBD"
"2013","released","release","VBN"
"2014","relied","rely","VBD"
"2015","relied","rely","VBN"
"2016","relieved","relieve","VBD"
"2017","relieved","relieve","VBN"
"2018","relinquished","relinquish","VBD"
"2019","relinquished","relinquish","VBN"
"2020","relocated","relocate","VBD"
"2021","relocated","relocate","VBN"
"2022","remained","remain","VBD"
"2023","remained","remain","VBN"
"2024","remarked","remark","VBD"
"2025","remarked","remark","VBN"
"2026","remembered","remember","VBD"
"2027","remembered","remember","VBN"
"2028","reminded","remind","VBD"
"2029","reminded","remind","VBN"
"2030","removed","remove","VBD"
"2031","removed","remove","VBN"
"2032","renamed","rename","VBD"
"2033","renamed","rename","VBN"
"2034","rendered","render","VBD"
"2035","rendered","render","VBN"
"2036","renegotiated","renegotiate","VBN"
"2037","renewed","renew","VBD"
"2038","renewed","renew","VBN"
"2039","renowned","renown","VBN"
"2040","reoffered","reoffer","VBN"
"2041","reopened","reopen","VBD"
"2042","reopened","reopen","VBN"
"2043","reorganized","reorganize","VBN"
"2044","repaid","repay","VBD"
"2045","repaid","repay","VBN"
"2046","repainted","repaint","VBN"
"2047","repaired","repair","VBD"
"2048","repaired","repair","VBN"
"2049","repassed","repass","VBN"
"2050","repeated","repeat","VBD"
"2051","repeated","repeat","VBN"
"2052","replaced","replace","VBD"
"2053","replaced","replace","VBN"
"2054","replenished","replenish","VBN"
"2055","replied","reply","VBD"
"2056","replied","reply","VBN"
"2057","reported","report","VBD"
"2058","reported","report","VBN"
"2059","represented","represent","VBD"
"2060","represented","represent","VBN"
"2061","repurchase","repurchase","VBD"
"2062","repurchase","repurchase","VBN"
"2063","repurchased","repurchase","VBD"
"2064","repurchased","repurchase","VBN"
"2065","reputed","repute","VBN"
"2066","requested","request","VBD"
"2067","requested","request","VBN"
"2068","required","require","VBD"
"2069","required","require","VBN"
"2070","rescheduled","reschedule","VBD"
"2071","rescheduled","reschedule","VBN"
"2072","rescinded","rescind","VBD"
"2073","rescued","rescue","VBD"
"2074","researched","research","VBN"
"2075","reserved","reserve","VBD"
"2076","reserved","reserve","VBN"
"2077","resigned","resign","VBD"
"2078","resigned","resign","VBN"
"2079","resisted","resist","VBD"
"2080","resisted","resist","VBN"
"2081","resold","resell","VBN"
"2082","resolved","resolve","VBD"
"2083","resolved","resolve","VBN"
"2084","respected","respect","VBD"
"2085","respected","respect","VBN"
"2086","responded","respond","VBD"
"2087","responded","respond","VBN"
"2088","restarted","restart","VBD"
"2089","restarted","restart","VBN"
"2090","restated","restate","VBD"
"2091","restated","restate","VBN"
"2092","restored","restore","VBD"
"2093","restored","restore","VBN"
"2094","restrained","restrain","VBD"
"2095","restrained","restrain","VBN"
"2096","restricted","restrict","VBN"
"2097","restructured","restructure","VBD"
"2098","restructured","restructure","VBN"
"2099","restyled","restyle","VBN"
"2100","resulted","result","VBD"
"2101","resulted","result","VBN"
"2102","resumed","resume","VBD"
"2103","resumed","resume","VBN"
"2104","resurfaced","resurface","VBD"
"2105","resurfaced","resurface","VBN"
"2106","resurrected","resurrect","VBD"
"2107","resurrected","resurrect","VBN"
"2108","retained","retain","VBD"
"2109","retained","retain","VBN"
"2110","retired","retire","VBD"
"2111","retired","retire","VBN"
"2112","retreated","retreat","VBD"
"2113","retreated","retreat","VBN"
"2114","retrieved","retrieve","VBD"
"2115","retrieved","retrieve","VBN"
"2116","returned","return","VBD"
"2117","returned","return","VBN"
"2118","revamped","revamp","VBD"
"2119","revamped","revamp","VBN"
"2120","revealed","reveal","VBD"
"2121","revealed","reveal","VBN"
"2122","reversed","reverse","VBD"
"2123","reversed","reverse","VBN"
"2124","reviewed","review","VBD"
"2125","reviewed","review","VBN"
"2126","revised","revise","VBD"
"2127","revised","revise","VBN"
"2128","revived","revive","VBD"
"2129","revived","revive","VBN"
"2130","revoked","revoke","VBN"
"2131","rewarded","reward","VBN"
"2132","rewritten","rewrite","VBN"
"2133","rid","rid","VBD"
"2134","rid","rid","VBN"
"2135","ripped","rip","VBD"
"2136","ripped","rip","VBN"
"2137","risen","rise","VBN"
"2138","risked","risk","VBD"
"2139","riveted","rivet","VBD"
"2140","riveted","rivet","VBN"
"2141","roamed","roam","VBD"
"2142","robbed","rob","VBN"
"2143","rocked","rock","VBD"
"2144","rocked","rock","VBN"
"2145","rocketed","rocket","VBD"
"2146","rode","ride","VBD"
"2147","rolled","roll","VBD"
"2148","rolled","roll","VBN"
"2149","rooted","root","VBN"
"2150","rose","rise","VBD"
"2151","rounded","round","VBD"
"2152","rounded","round","VBN"
"2153","routed","route","VBN"
"2154","ruined","ruin","VBN"
"2155","ruled","rule","VBD"
"2156","ruled","rule","VBN"
"2157","ruminated","ruminate","VBD"
"2158","ruminated","ruminate","VBN"
"2159","rumored","rumor","VBD"
"2160","rumored","rumor","VBN"
"2161","run","run","VBD"
"2162","run","run","VBN"
"2163","ruptured","rupture","VBD"
"2164","ruptured","rupture","VBN"
"2165","rushed","rush","VBD"
"2166","rushed","rush","VBN"
"2167","saddled","saddle","VBD"
"2168","saddled","saddle","VBN"
"2169","sagged","sag","VBD"
"2170","sagged","sag","VBN"
"2171","said","say","VBD"
"2172","said","say","VBN"
"2173","sailed","sail","VBD"
"2174","salvaged","salvage","VBN"
"2175","sampled","sample","VBN"
"2176","sanctioned","sanction","VBN"
"2177","sang","sing","VBD"
"2178","sank","sink","VBD"
"2179","sat","sit","VBD"
"2180","sat","sit","VBN"
"2181","satisfied","satisfy","VBD"
"2182","satisfied","satisfy","VBN"
"2183","saturated","saturate","VBD"
"2184","saturated","saturate","VBN"
"2185","saved","save","VBD"
"2186","saved","save","VBN"
"2187","saw","see","VBD"
"2188","scaled","scale","VBD"
"2189","scaled","scale","VBN"
"2190","scared","scare","VBD"
"2191","scared","scare","VBN"
"2192","scattered","scatter","VBN"
"2193","scheduled","schedule","VBD"
"2194","scheduled","schedule","VBN"
"2195","scored","score","VBD"
"2196","scored","score","VBN"
"2197","scrambled","scramble","VBD"
"2198","scrambled","scramble","VBN"
"2199","scrapped","scrap","VBD"
"2200","scrapped","scrap","VBN"
"2201","screamed","scream","VBD"
"2202","scuttled","scuttle","VBD"
"2203","scuttled","scuttle","VBN"
"2204","sealed","seal","VBD"
"2205","sealed","seal","VBN"
"2206","searched","search","VBD"
"2207","seated","seat","VBN"
"2208","secured","secure","VBD"
"2209","secured","secure","VBN"
"2210","seemed","seem","VBD"
"2211","seemed","seem","VBN"
"2212","seen","see","VBN"
"2213","segregated","segregate","VBD"
"2214","seized","seize","VBD"
"2215","seized","seize","VBN"
"2216","selected","select","VBD"
"2217","selected","select","VBN"
"2218","sent","send","VBD"
"2219","sent","send","VBN"
"2220","sentenced","sentence","VBD"
"2221","sentenced","sentence","VBN"
"2222","separated","separate","VBN"
"2223","served","serve","VBD"
"2224","served","serve","VBN"
"2225","set","set","VBD"
"2226","set","set","VBN"
"2227","settled","settle","VBD"
"2228","settled","settle","VBN"
"2229","severed","sever","VBD"
"2230","severed","sever","VBN"
"2231","shaken","shake","VBN"
"2232","shaped","shape","VBN"
"2233","shared","share","VBD"
"2234","shared","share","VBN"
"2235","shattered","shatter","VBD"
"2236","shattered","shatter","VBN"
"2237","shaved","shave","VBD"
"2238","shaved","shave","VBN"
"2239","shed","shed","VBD"
"2240","shed","shed","VBN"
"2241","shelled","shell","VBD"
"2242","sheltered","shelter","VBN"
"2243","shelved","shelve","VBD"
"2244","shied","shy","VBD"
"2245","shied","shy","VBN"
"2246","shielded","shield","VBD"
"2247","shielded","shield","VBN"
"2248","shifted","shift","VBD"
"2249","shifted","shift","VBN"
"2250","shipped","ship","VBD"
"2251","shipped","ship","VBN"
"2252","shocked","shock","VBD"
"2253","shocked","shock","VBN"
"2254","shook","shake","VBD"
"2255","shot","shoot","VBD"
"2256","shot","shoot","VBN"
"2257","shouted","shout","VBD"
"2258","showed","show","VBD"
"2259","showed","show","VBN"
"2260","shown","show","VBN"
"2261","shrank","shrink","VBD"
"2262","shredded","shred","VBD"
"2263","shrugged","shrug","VBD"
"2264","shunned","shun","VBD"
"2265","shut","shut","VBD"
"2266","shut","shut","VBN"
"2267","shuttered","shutter","VBD"
"2268","shuttled","shuttle","VBD"
"2269","shuttled","shuttle","VBN"
"2270","sided","side","VBD"
"2271","sided","side","VBN"
"2272","sidelined","sideline","VBN"
"2273","signaled","signal","VBD"
"2274","signaled","signal","VBN"
"2275","signed","sign","VBD"
"2276","signed","sign","VBN"
"2277","singled","single","VBD"
"2278","singled","single","VBN"
"2279","siphoned","siphon","VBD"
"2280","siphoned","siphon","VBN"
"2281","sipped","sip","VBD"
"2282","situated","situate","VBN"
"2283","skewed","skew","VBN"
"2284","skid","skid","VBD"
"2285","skidded","skid","VBD"
"2286","skidded","skid","VBN"
"2287","skyrocketed","skyrocket","VBD"
"2288","skyrocketed","skyrocket","VBN"
"2289","slackened","slacken","VBD"
"2290","slackened","slacken","VBN"
"2291","slain","slay","VBN"
"2292","slammed","slam","VBD"
"2293","slapped","slap","VBD"
"2294","slapped","slap","VBN"
"2295","slashed","slash","VBD"
"2296","slashed","slash","VBN"
"2297","slated","slate","VBD"
"2298","slated","slate","VBN"
"2299","slept","sleep","VBD"
"2300","slid","slide","VBD"
"2301","slid","slide","VBN"
"2302","slipped","slip","VBD"
"2303","slipped","slip","VBN"
"2304","slowed","slow","VBD"
"2305","slowed","slow","VBN"
"2306","slumped","slump","VBD"
"2307","slumped","slump","VBN"
"2308","smashed","smash","VBD"
"2309","smashed","smash","VBN"
"2310","smiled","smile","VBD"
"2311","snagged","snag","VBN"
"2312","snapped","snap","VBD"
"2313","snapped","snap","VBN"
"2314","sneaked","sneak","VBD"
"2315","sniffed","sniff","VBD"
"2316","snowballed","snowball","VBD"
"2317","soared","soar","VBD"
"2318","soared","soar","VBN"
"2319","socalled","socall","VBN"
"2320","softened","soften","VBD"
"2321","softened","soften","VBN"
"2322","sold","sell","VBD"
"2323","sold","sell","VBN"
"2324","solicited","solicit","VBN"
"2325","solved","solve","VBD"
"2326","solved","solve","VBN"
"2327","sought","seek","VBD"
"2328","sought","seek","VBN"
"2329","sounded","sound","VBD"
"2330","sounded","sound","VBN"
"2331","spared","spare","VBD"
"2332","spared","spare","VBN"
"2333","sparked","spark","VBD"
"2334","sparked","spark","VBN"
"2335","spawned","spawn","VBD"
"2336","spawned","spawn","VBN"
"2337","spearheaded","spearhead","VBD"
"2338","spearheaded","spearhead","VBN"
"2339","specialized","specialize","VBN"
"2340","specified","specify","VBD"
"2341","specified","specify","VBN"
"2342","speculated","speculate","VBD"
"2343","speculated","speculate","VBN"
"2344","sped","speed","VBD"
"2345","sped","speed","VBN"
"2346","spent","spend","VBD"
"2347","spent","spend","VBN"
"2348","spiked","spike","VBN"
"2349","spilled","spill","VBD"
"2350","spilled","spill","VBN"
"2351","spirited","spirit","VBN"
"2352","split","split","VBD"
"2353","split","split","VBN"
"2354","spoiled","spoil","VBD"
"2355","spoke","speak","VBD"
"2356","spoken","speak","VBN"
"2357","sponsored","sponsor","VBD"
"2358","sponsored","sponsor","VBN"
"2359","spooked","spook","VBD"
"2360","spooked","spook","VBN"
"2361","spotted","spot","VBD"
"2362","spotted","spot","VBN"
"2363","spread","spread","VBD"
"2364","spread","spread","VBN"
"2365","sprung","spring","VBN"
"2366","spun","spin","VBD"
"2367","spun","spin","VBN"
"2368","spurned","spurn","VBD"
"2369","spurned","spurn","VBN"
"2370","spurred","spur","VBD"
"2371","spurred","spur","VBN"
"2372","spurted","spurt","VBD"
"2373","spurted","spurt","VBN"
"2374","squared","square","VBD"
"2375","squared","square","VBN"
"2376","squeezed","squeeze","VBD"
"2377","squeezed","squeeze","VBN"
"2378","stabbed","stab","VBD"
"2379","stabbed","stab","VBN"
"2380","stabilized","stabilize","VBD"
"2381","stabilized","stabilize","VBN"
"2382","stacked","stack","VBN"
"2383","staged","stage","VBD"
"2384","staged","stage","VBN"
"2385","staggered","stagger","VBD"
"2386","staid","staid","VBN"
"2387","stalked","stalk","VBN"
"2388","stalled","stall","VBD"
"2389","stalled","stall","VBN"
"2390","stampeded","stampede","VBN"
"2391","started","start","VBD"
"2392","started","start","VBN"
"2393","starved","starve","VBN"
"2394","stated","state","VBD"
"2395","stated","state","VBN"
"2396","stationed","station","VBN"
"2397","stayed","stay","VBD"
"2398","stayed","stay","VBN"
"2399","steadied","steady","VBD"
"2400","steadied","steady","VBN"
"2401","steered","steer","VBD"
"2402","steered","steer","VBN"
"2403","stemmed","stem","VBD"
"2404","stemmed","stem","VBN"
"2405","stepped","step","VBD"
"2406","stepped","step","VBN"
"2407","sterilized","sterilize","VBN"
"2408","stewed","stew","VBD"
"2409","stimulated","stimulate","VBN"
"2410","stipulated","stipulate","VBD"
"2411","stirred","stir","VBD"
"2412","stole","steal","VBD"
"2413","stolen","steal","VBN"
"2414","stood","stand","VBD"
"2415","stood","stand","VBN"
"2416","stopped","stop","VBD"
"2417","stopped","stop","VBN"
"2418","strained","strain","VBN"
"2419","stranded","strand","VBN"
"2420","strapped","strap","VBD"
"2421","strapped","strap","VBN"
"2422","streamed","stream","VBD"
"2423","strengthened","strengthen","VBD"
"2424","strengthened","strengthen","VBN"
"2425","stressed","stress","VBD"
"2426","stressed","stress","VBN"
"2427","stretched","stretch","VBD"
"2428","stretched","stretch","VBN"
"2429","stricken","stricken","VBN"
"2430","stripped","strip","VBD"
"2431","stripped","strip","VBN"
"2432","struck","strike","VBD"
"2433","struck","strike","VBN"
"2434","structured","structure","VBD"
"2435","structured","structure","VBN"
"2436","struggled","struggle","VBD"
"2437","struggled","struggle","VBN"
"2438","stuck","stick","VBD"
"2439","stuck","stick","VBN"
"2440","studied","study","VBD"
"2441","studied","study","VBN"
"2442","stumbled","stumble","VBD"
"2443","stumbled","stumble","VBN"
"2444","stung","sting","VBN"
"2445","stunned","stun","VBD"
"2446","stunned","stun","VBN"
"2447","stymied","stymie","VBN"
"2448","subdued","subdue","VBN"
"2449","subjected","subject","VBN"
"2450","submitted","submit","VBD"
"2451","submitted","submit","VBN"
"2452","subordinated","subordinate","VBD"
"2453","subordinated","subordinate","VBN"
"2454","subsided","subside","VBD"
"2455","subsided","subside","VBN"
"2456","subsidized","subsidize","VBN"
"2457","substituted","substitute","VBD"
"2458","substituted","substitute","VBN"
"2459","subtitled","subtitle","VBN"
"2460","subtracted","subtract","VBD"
"2461","subtracted","subtract","VBN"
"2462","succeeded","succeed","VBD"
"2463","succeeded","succeed","VBN"
"2464","sued","sue","VBD"
"2465","sued","sue","VBN"
"2466","suffered","suffer","VBD"
"2467","suffered","suffer","VBN"
"2468","suggested","suggest","VBD"
"2469","suggested","suggest","VBN"
"2470","suited","suit","VBN"
"2471","summed","sum","VBD"
"2472","summoned","summon","VBD"
"2473","summoned","summon","VBN"
"2474","sung","sing","VBN"
"2475","sunk","sink","VBN"
"2476","supervised","supervise","VBD"
"2477","supervised","supervise","VBN"
"2478","supplied","supply","VBD"
"2479","supplied","supply","VBN"
"2480","supported","support","VBD"
"2481","supported","support","VBN"
"2482","supposed","suppose","VBD"
"2483","supposed","suppose","VBN"
"2484","suppressed","suppress","VBD"
"2485","suppressed","suppress","VBN"
"2486","surfaced","surface","VBD"
"2487","surfaced","surface","VBN"
"2488","surged","surge","VBD"
"2489","surged","surge","VBN"
"2490","surpassed","surpass","VBD"
"2491","surpassed","surpass","VBN"
"2492","surprised","surprise","VBD"
"2493","surprised","surprise","VBN"
"2494","surrendered","surrender","VBD"
"2495","surrendered","surrender","VBN"
"2496","surrounded","surround","VBN"
"2497","surveyed","survey","VBD"
"2498","surveyed","survey","VBN"
"2499","survived","survive","VBD"
"2500","survived","survive","VBN"
"2501","suspected","suspect","VBD"
"2502","suspected","suspect","VBN"
"2503","suspended","suspend","VBD"
"2504","suspended","suspend","VBN"
"2505","sustained","sustain","VBD"
"2506","sustained","sustain","VBN"
"2507","swallowed","swallow","VBN"
"2508","swamped","swamp","VBD"
"2509","swamped","swamp","VBN"
"2510","swayed","sway","VBN"
"2511","sweat","sweat","VBD"
"2512","sweetened","sweeten","VBD"
"2513","sweetened","sweeten","VBN"
"2514","swelled","swell","VBD"
"2515","swelled","swell","VBN"
"2516","swept","sweep","VBD"
"2517","swept","sweep","VBN"
"2518","switched","switch","VBD"
"2519","switched","switch","VBN"
"2520","sworn","swear","VBN"
"2521","swung","swing","VBD"
"2522","swung","swing","VBN"
"2523","syndicated","syndicate","VBN"
"2524","tacked","tack","VBD"
"2525","tailored","tailor","VBN"
"2526","tainted","taint","VBN"
"2527","taken","take","VBN"
"2528","talked","talk","VBD"
"2529","talked","talk","VBN"
"2530","tangled","tangle","VBN"
"2531","taped","tape","VBD"
"2532","taped","tape","VBN"
"2533","tapped","tap","VBD"
"2534","tapped","tap","VBN"
"2535","targeted","target","VBD"
"2536","targeted","target","VBN"
"2537","tarnished","tarnish","VBD"
"2538","tarnished","tarnish","VBN"
"2539","taught","teach","VBD"
"2540","taught","teach","VBN"
"2541","taxed","tax","VBD"
"2542","taxed","tax","VBN"
"2543","teamed","team","VBD"
"2544","telegraphed","telegraph","VBD"
"2545","televised","televise","VBN"
"2546","tempered","temper","VBN"
"2547","tended","tend","VBD"
"2548","tended","tend","VBN"
"2549","tendered","tender","VBD"
"2550","tendered","tender","VBN"
"2551","termed","term","VBD"
"2552","termed","term","VBN"
"2553","terminated","terminate","VBD"
"2554","terminated","terminate","VBN"
"2555","tested","test","VBD"
"2556","tested","test","VBN"
"2557","testified","testify","VBD"
"2558","theorized","theorize","VBD"
"2559","thinned","thin","VBN"
"2560","thought","think","VBD"
"2561","thought","think","VBN"
"2562","threatened","threaten","VBD"
"2563","threatened","threaten","VBN"
"2564","threw","throw","VBD"
"2565","thrown","throw","VBN"
"2566","thrust","thrust","VBD"
"2567","thrust","thrust","VBN"
"2568","thwarted","thwart","VBD"
"2569","thwarted","thwart","VBN"
"2570","tied","tie","VBD"
"2571","tied","tie","VBN"
"2572","tightened","tighten","VBD"
"2573","tightened","tighten","VBN"
"2574","tilted","tilt","VBN"
"2575","timed","time","VBD"
"2576","timed","time","VBN"
"2577","tired","tire","VBN"
"2578","titled","title","VBD"
"2579","titled","title","VBN"
"2580","told","tell","VBD"
"2581","told","tell","VBN"
"2582","took","take","VBD"
"2583","topped","top","VBD"
"2584","topped","top","VBN"
"2585","toppled","topple","VBD"
"2586","toppled","topple","VBN"
"2587","torched","torch","VBD"
"2588","torched","torch","VBN"
"2589","tore","tear","VBD"
"2590","torn","tear","VBN"
"2591","tossed","toss","VBD"
"2592","tossed","toss","VBN"
"2593","totaled","total","VBD"
"2594","totaled","total","VBN"
"2595","touched","touch","VBD"
"2596","touched","touch","VBN"
"2597","toured","tour","VBD"
"2598","touted","tout","VBD"
"2599","touted","tout","VBN"
"2600","traced","trace","VBD"
"2601","traced","trace","VBN"
"2602","tracked","track","VBD"
"2603","tracked","track","VBN"
"2604","traded","trade","VBD"
"2605","traded","trade","VBN"
"2606","trailed","trail","VBD"
"2607","trailed","trail","VBN"
"2608","trained","train","VBN"
"2609","trampled","trample","VBN"
"2610","transferred","transfer","VBD"
"2611","transferred","transfer","VBN"
"2612","transformed","transform","VBD"
"2613","transformed","transform","VBN"
"2614","translated","translate","VBN"
"2615","transmitted","transmit","VBD"
"2616","transmitted","transmit","VBN"
"2617","transplanted","transplant","VBN"
"2618","transported","transport","VBD"
"2619","transported","transport","VBN"
"2620","trapped","trap","VBN"
"2621","traumatized","traumatize","VBD"
"2622","traumatized","traumatize","VBN"
"2623","traveled","travel","VBD"
"2624","traveled","travel","VBN"
"2625","treated","treat","VBD"
"2626","treated","treat","VBN"
"2627","tried","try","VBD"
"2628","tried","try","VBN"
"2629","triggered","trigger","VBD"
"2630","triggered","trigger","VBN"
"2631","trimmed","trim","VBD"
"2632","trimmed","trim","VBN"
"2633","tripled","triple","VBD"
"2634","tripled","triple","VBN"
"2635","triumphed","triumph","VBD"
"2636","trotted","trot","VBD"
"2637","trotted","trot","VBN"
"2638","troubled","trouble","VBD"
"2639","troubled","trouble","VBN"
"2640","troughed","trough","VBD"
"2641","trusted","trust","VBD"
"2642","trusted","trust","VBN"
"2643","tucked","tuck","VBD"
"2644","tucked","tuck","VBN"
"2645","tumbled","tumble","VBD"
"2646","tuned","tune","VBN"
"2647","turned","turn","VBD"
"2648","turned","turn","VBN"
"2649","twisted","twist","VBN"
"2650","unconsolidated","unconsolidate","VBD"
"2651","unconsolidated","unconsolidate","VBN"
"2652","uncovered","uncover","VBD"
"2653","uncovered","uncover","VBN"
